Revenue type,Date,Planned revenue volume,Actual revenue volume,Revenue completion rate,global_id,Quarter
"Доходы от сумм пеней, предусмотренных законодательством Российской Федерации о налогах и сборах, подлежащие зачислению в бюджеты субъектов Российской Федерации по нормативу, установленному Бюджетным кодексом Российской Федерации, распределяемые Федеральным казначейством между бюджетами субъектов Российской Федерации в соответствии с федеральным законом о федеральном бюджете",2026-01-01,16.1,27.4,170.7,2846351740,2026Q1
НАЛОГИ НА ИМУЩЕСТВО,2026-01-01,307.7,329.5,107.1,2846351739,2026Q1
"Платежи, уплачиваемые в целях возмещения вреда",2026-01-01,0.0,0.1,295.1,2846351737,2026Q1
Торговый сбор,2026-01-01,11.7,17.5,149.2,2846351729,2026Q1
"Налог, взимаемый в связи с применением специального налогового режима «Автоматизированная упрощенная система налогообложения»",2026-01-01,0.7,1.1,147.4,2846351735,2026Q1
Платежи в целях возмещения причиненного ущерба (убытков),2026-01-01,0.1,0.2,135.0,2846351734,2026Q1
Налог на профессиональный доход,2026-01-01,17.4,20.6,118.6,2846351733,2026Q1
"Доходы, получаемые в виде арендной либо иной платы за передачу в возмездное пользование государственного и муниципального имущества (за исключением имущества бюджетных и автономных учреждений, а также имущества государственных и муниципальных унитарных предприятий, в том числе казенных)",2026-01-01,135.0,145.5,107.7,2846351732,2026Q1
"Штрафы, неустойки, пени, уплаченные в соответствии с законом или договором в случае неисполнения или ненадлежащего исполнения обязательств перед государственным (муниципальным) органом, органом управления государственным внебюджетным фондом, казенным учреждением, Центральным банком Российской Федерации, иной организацией, действующей от имени Российской Федерации",2026-01-01,4.1,5.0,120.7,2846351731,2026Q1
Доходы от размещения средств бюджетов,2026-01-01,141.5,274.3,193.9,2846351730,2026Q1
"Плата по соглашениям об установлении сервитута в отношении земельных участков, находящихся в государственной или муниципальной собственности",2026-01-01,0.0,0.1,803.6,2846351736,2026Q1
"Прочие доходы от использования имущества и прав, находящихся в государственной и муниципальной собственности (за исключением имущества бюджетных и автономных учреждений, а также имущества государственных и муниципальных унитарных предприятий, в том числе казенных)",2026-01-01,11.5,14.3,124.2,2846351745,2026Q1
Сборы за пользование объектами животного мира и за пользование объектами водных биологических ресурсов,2026-01-01,0.0,0.0,53.5,2846351764,2026Q1
ПЛАТЕЖИ ПРИ ПОЛЬЗОВАНИИ ПРИРОДНЫМИ РЕСУРСАМИ,2026-01-01,0.2,0.2,109.8,2846351747,2026Q1
"Административные штрафы, установленные законами субъектов Российской Федерации об административных правонарушениях",2026-01-01,14.1,19.9,141.2,2846351728,2026Q1
Регулярные платежи за добычу полезных ископаемых (роялти) при выполнении соглашений о разделе продукции,2026-01-01,0.0,0.0,0.0,2846351763,2026Q1
Доходы от компенсации затрат государства,2026-01-01,13.8,21.3,154.4,2846351761,2026Q1
Налог на добычу полезных ископаемых,2026-01-01,0.0,0.1,0.0,2846351760,2026Q1
Доходы от оказания платных услуг (работ),2026-01-01,1.6,1.7,105.8,2846351759,2026Q1
"НАЛОГИ, СБОРЫ И РЕГУЛЯРНЫЕ ПЛАТЕЖИ ЗА ПОЛЬЗОВАНИЕ ПРИРОДНЫМИ РЕСУРСАМИ",2026-01-01,0.0,0.1,476.8,2846351758,2026Q1
ДОХОДЫ ОТ ОКАЗАНИЯ ПЛАТНЫХ УСЛУГ И КОМПЕНСАЦИИ ЗАТРАТ ГОСУДАРСТВА,2026-01-01,15.4,22.9,149.4,2846351757,2026Q1
Безвозмездные поступления,2026-01-01,77.6,124.1,159.8,2846351756,2026Q1
Земельный налог,2026-01-01,29.3,37.2,126.6,2846351755,2026Q1
Платежи при пользовании недрами,2026-01-01,0.0,0.0,7365.7,2846351754,2026Q1
"Прочие неналоговые доходы в части невыясненных поступлений, по которым не осуществлен возврат (уточнение) не позднее трех лет со дня их зачисления на единый счет соответствующего бюджета бюджетной системы Российской Федерации",2026-01-01,0.0,0.0,106.3,2846351752,2026Q1
Налог на игорный бизнес,2026-01-01,0.2,0.8,339.9,2846351751,2026Q1
Плата за негативное воздействие на окружающую среду,2026-01-01,0.2,0.2,105.8,2846351750,2026Q1
Прочие неналоговые доходы,2026-01-01,57.7,63.3,109.8,2846351749,2026Q1
Транспортный налог,2026-01-01,34.3,35.9,104.7,2846351748,2026Q1
Невыясненные поступления,2026-01-01,0.0,0.2,0.0,2846351746,2026Q1
"Доходы в виде прибыли, приходящейся на доли в уставных (складочных) капиталах хозяйственных товариществ и обществ, или дивидендов по акциям, принадлежащим Российской Федерации, субъектам Российской Федерации или муниципальным образованиям",2026-01-01,2.0,0.4,18.5,2846351727,2026Q1
Налог на имущество организаций,2026-01-01,207.6,216.1,104.1,2846351744,2026Q1
"Административные штрафы, установленные Кодексом Российской Федерации об административных правонарушениях, за административные правонарушения в области производства и оборота этилового спирта, алкогольной и спиртосодержащей продукции, а также за административные правонарушения порядка ценообразования в части регулирования цен на этиловый спирт, алкогольную и спиртосодержащую продукцию",2026-01-01,0.1,0.1,148.3,2846351725,2026Q1
"Государственная пошлина за государственную регистрацию, а также за совершение прочих юридически значимых действий",2026-01-01,2.0,2.1,103.7,2846351705,2026Q1
"Плата за увеличение площади земельных участков, находящихся в частной собственности, в результате перераспределения таких земельных участков и земель (или) земельных участков, находящихся в государственной или муниципальной собственности",2026-01-01,0.0,5.9,0.0,2846351704,2026Q1
Налог на прибыль организаций,2026-01-01,1581.5,1571.3,99.4,2846351703,2026Q1
"Государственная пошлина за совершение действий, связанных с приобретением гражданства Российской Федерации или выходом из гражданства Российской Федерации, а также с въездом в Российскую Федерацию или выездом из Российской Федерации",2026-01-01,0.6,0.5,73.1,2846351702,2026Q1
"Доходы от продажи земельных участков, находящихся в государственной и муниципальной собственности",2026-01-01,5.6,2.8,50.9,2846351701,2026Q1
"НАЛОГИ НА ПРИБЫЛЬ, ДОХОДЫ",2026-01-01,3911.4,3973.4,101.6,2846351700,2026Q1
Налог на доходы физических лиц,2026-01-01,2329.9,2402.1,103.1,2846351706,2026Q1
"Государственная пошлина за государственную регистрацию актов гражданского состояния и другие юридически значимые действия, совершаемые органами записи актов гражданского состояния и иными уполномоченными органами (за исключением консульских учреждений Российской Федерации)",2026-01-01,0.0,0.1,276.7,2846351699,2026Q1
Налоговые доходы,2026-01-01,4661.3,4744.8,101.8,2846351697,2026Q1
"Государственная пошлина по делам, рассматриваемым в судах общей юрисдикции, мировыми судьями",2026-01-01,3.2,8.8,273.5,2846351696,2026Q1
Доходы от продажи квартир,2026-01-01,5.6,5.1,91.5,2846351695,2026Q1
"Доходы, всего",2026-01-01,5198.9,5523.0,106.2,2846351694,2026Q1
ГОСУДАРСТВЕННАЯ ПОШЛИНА,2026-01-01,5.9,11.5,194.4,2846351693,2026Q1
"Налог, взимаемый в связи с применением патентной системы налогообложения",2026-01-01,11.4,15.7,138.3,2846351726,2026Q1
"Доходы от реализации имущества, находящегося в государственной и муниципальной собственности (за исключением движимого имущества бюджетных и автономных учреждений, а также имущества государственных и муниципальных унитарных предприятий, в том числе казенных)",2026-01-01,9.1,10.7,117.3,2846351698,2026Q1
"Доходы от приватизации имущества, находящегося в государственной и муниципальной собственности",2026-01-01,16.1,19.3,120.1,2846351707,2026Q1
ДОХОДЫ ОТ ПРОДАЖИ МАТЕРИАЛЬНЫХ И НЕМАТЕРИАЛЬНЫХ АКТИВОВ,2026-01-01,36.4,43.8,120.5,2846351692,2026Q1
АДМИНИСТРАТИВНЫЕ ПЛАТЕЖИ И СБОРЫ,2026-01-01,0.2,0.5,210.7,2846351709,2026Q1
"ДОХОДЫ ОТ ИСПОЛЬЗОВАНИЯ ИМУЩЕСТВА, НАХОДЯЩЕГОСЯ В ГОСУДАРСТВЕННОЙ И МУНИЦИПАЛЬНОЙ СОБСТВЕННОСТИ",2026-01-01,290.2,435.2,150.0,2846351724,2026Q1
Единый сельскохозяйственный налог,2026-01-01,0.1,0.1,107.0,2846351723,2026Q1
Неналоговые доходы,2026-01-01,460.0,654.1,142.2,2846351722,2026Q1
"Административные штрафы, установленные Кодексом Российской Федерации об административных правонарушениях",2026-01-01,25.5,35.4,138.7,2846351721,2026Q1
"ЗАДОЛЖЕННОСТЬ И ПЕРЕРАСЧЕТЫ ПО ОТМЕНЕННЫМ НАЛОГАМ, СБОРАМ И ИНЫМ ОБЯЗАТЕЛЬНЫМ ПЛАТЕЖАМ",2026-01-01,0.0,0.0,0.0,2846351708,2026Q1
"Налог, взимаемый в виде стоимости патента в связи с применением упрощенной системы налогообложения",2026-01-01,0.0,0.0,0.0,2846351719,2026Q1
"Налог, взимаемый в связи с применением упрощенной системы налогообложения",2026-01-01,321.4,307.5,95.7,2846351718,2026Q1
Единый налог на вмененный доход для отдельных видов деятельности,2026-01-01,0.0,0.0,0.0,2846351720,2026Q1
Прочие налоги и сборы (по отмененным местным налогам и сборам),2026-01-01,0.0,0.0,0.0,2846351716,2026Q1
НАЛОГИ НА СОВОКУПНЫЙ ДОХОД,2026-01-01,362.7,362.6,100.0,2846351715,2026Q1
Прочие налоги и сборы (по отмененным налогам и сборам субъектов Российской Федерации),2026-01-01,0.0,0.0,0.0,2846351714,2026Q1
"Платежи, взимаемые государственными и муниципальными органами (организациями) за выполнение определенных функций",2026-01-01,0.2,0.5,210.7,2846351713,2026Q1
"Акцизы по подакцизным товарам (продукции), производимым на территории Российской Федерации",2026-01-01,73.6,67.8,92.1,2846351712,2026Q1
Налоги на имущество,2026-01-01,0.0,0.0,0.0,2846351711,2026Q1
"НАЛОГИ НА ТОВАРЫ (РАБОТЫ, УСЛУГИ), РЕАЛИЗУЕМЫЕ НА ТЕРРИТОРИИ РОССИЙСКОЙ ФЕДЕРАЦИИ",2026-01-01,73.6,67.8,92.1,2846351710,2026Q1
"ШТРАФЫ, САНКЦИИ, ВОЗМЕЩЕНИЕ УЩЕРБА",2026-01-01,60.0,88.0,146.7,2846351717,2026Q1
Доходы от продажи квартир,2026-04-01,4.8,1.8,37.8,5068413351,2026Q2
ДОХОДЫ ОТ ПРОДАЖИ МАТЕРИАЛЬНЫХ И НЕМАТЕРИАЛЬНЫХ АКТИВОВ,2026-04-01,36.8,10.1,27.5,5068413350,2026Q2
Доходы от компенсации затрат государства,2026-04-01,50.8,14.6,28.8,5068413349,2026Q2
Доходы от оказания платных услуг (работ),2026-04-01,1.7,0.3,16.8,5068413348,2026Q2
ДОХОДЫ ОТ ОКАЗАНИЯ ПЛАТНЫХ УСЛУГ И КОМПЕНСАЦИИ ЗАТРАТ ГОСУДАРСТВА,2026-04-01,52.4,14.9,28.4,5068413347,2026Q2
ПЛАТЕЖИ ПРИ ПОЛЬЗОВАНИИ ПРИРОДНЫМИ РЕСУРСАМИ,2026-04-01,0.2,0.1,69.5,5068413346,2026Q2
"Доходы в виде прибыли, приходящейся на доли в уставных (складочных) капиталах хозяйственных товариществ и обществ, или дивидендов по акциям, принадлежащим Российской Федерации, субъектам Российской Федерации или муниципальным образованиям",2026-04-01,0.4,0.0,0.0,5068413338,2026Q2
Платежи при пользовании недрами,2026-04-01,0.0001,0.001,2209.3,5068413344,2026Q2
"Прочие доходы от использования имущества и прав, находящихся в государственной и муниципальной собственности (за исключением имущества бюджетных и автономных учреждений, а также имущества государственных и муниципальных унитарных предприятий, в том числе казенных)",2026-04-01,14.4,2.8,19.8,5068413343,2026Q2
Платежи от государственных и муниципальных унитарных предприятий,2026-04-01,0.2,0.2,145.2,5068413342,2026Q2
"Средства, получаемые от передачи имущества, находящегося в государственной и муниципальной собственности (за исключением имущества бюджетных и автономных учреждений, а также имущества государственных и муниципальных унитарных предприятий, в том числе казенных), в залог, в доверительное управление",2026-04-01,0.1,0.1,169.1,5068413341,2026Q2
"Доходы, получаемые в виде арендной либо иной платы за передачу в возмездное пользование государственного и муниципального имущества (за исключением имущества бюджетных и автономных учреждений, а также имущества государственных и муниципальных унитарных предприятий, в том числе казенных)",2026-04-01,135.7,30.4,22.4,5068413340,2026Q2
"Плата по соглашениям об установлении сервитута в отношении земельных участков, находящихся в государственной или муниципальной собственности",2026-04-01,0.01,-0.01,-70.9,5068413339,2026Q2
Плата за негативное воздействие на окружающую среду,2026-04-01,0.2,0.1,68.9,5068413345,2026Q2
"Доходы от реализации имущества, находящегося в государственной и муниципальной собственности (за исключением движимого имущества бюджетных и автономных учреждений, а также имущества государственных и муниципальных унитарных предприятий, в том числе казенных)",2026-04-01,10.0,3.0,30.5,5068413352,2026Q2
"Административные штрафы, установленные Кодексом Российской Федерации об административных правонарушениях, за административные правонарушения в области производства и оборота этилового спирта, алкогольной и спиртосодержащей продукции, а также за административные правонарушения порядка ценообразования в части регулирования цен на этиловый спирт, алкогольную и спиртосодержащую продукцию",2026-04-01,0.1,0.02,24.8,5068413360,2026Q2
"Доходы от приватизации имущества, находящегося в государственной и муниципальной собственности",2026-04-01,17.8,2.7,15.2,5068413354,2026Q2
Доходы от размещения средств бюджетов,2026-04-01,158.5,24.6,15.5,5068413337,2026Q2
ПРОЧИЕ НЕНАЛОГОВЫЕ ДОХОДЫ,2026-04-01,49.0,20.1,41.0,5068413368,2026Q2
Прочие неналоговые доходы,2026-04-01,49.0,20.3,41.3,5068413367,2026Q2
Невыясненные поступления,2026-04-01,0.0,-0.2,0.0,5068413366,2026Q2
"Доходы от сумм пеней, предусмотренных законодательством Российской Федерации о налогах и сборах, подлежащие зачислению в бюджеты субъектов Российской Федерации по нормативу, установленному Бюджетным кодексом Российской Федерации, распределяемые Федеральным казначейством между бюджетами субъектов Российской Федерации в соответствии с федеральным законом о федеральном бюджете",2026-04-01,26.2,6.4,24.3,5068413365,2026Q2
Платежи в целях возмещения причиненного ущерба (убытков),2026-04-01,0.1,0.1,130.1,5068413364,2026Q2
"Доходы от продажи земельных участков, находящихся в государственной и муниципальной собственности",2026-04-01,2.9,1.1,37.8,5068413353,2026Q2
"Платежи, уплачиваемые в целях возмещения вреда",2026-04-01,0.1,0.03,46.0,5068413363,2026Q2
"Административные штрафы, установленные Кодексом Российской Федерации об административных правонарушениях",2026-04-01,30.0,9.4,31.2,5068413361,2026Q2
"ШТРАФЫ, САНКЦИИ, ВОЗМЕЩЕНИЕ УЩЕРБА",2026-04-01,86.3,22.4,25.9,5068413359,2026Q2
"Административные штрафы, установленные законами субъектов Российской Федерации об административных правонарушениях",2026-04-01,25.8,4.1,15.9,5068413358,2026Q2
"Плата за увеличение площади земельных участков, находящихся в частной собственности, в результате перераспределения таких земельных участков и земель (или) земельных участков, находящихся в государственной или муниципальной собственности",2026-04-01,1.3,1.5,112.2,5068413357,2026Q2
"Платежи, взимаемые государственными и муниципальными органами (организациями) за выполнение определенных функций",2026-04-01,0.3,0.1,39.1,5068413356,2026Q2
АДМИНИСТРАТИВНЫЕ ПЛАТЕЖИ И СБОРЫ,2026-04-01,0.3,0.1,39.1,5068413355,2026Q2
"Штрафы, неустойки, пени, уплаченные в соответствии с законом или договором в случае неисполнения или ненадлежащего исполнения обязательств перед государственным (муниципальным) органом, органом управления государственным внебюджетным фондом, казенным учреждением, Центральным банком Российской Федерации, иной организацией, действующей от имени Российской Федерации",2026-04-01,4.2,2.4,57.5,5068413362,2026Q2
"ДОХОДЫ ОТ ИСПОЛЬЗОВАНИЯ ИМУЩЕСТВА, НАХОДЯЩЕГОСЯ В ГОСУДАРСТВЕННОЙ И МУНИЦИПАЛЬНОЙ СОБСТВЕННОСТИ",2026-04-01,309.2,58.1,18.8,5068413336,2026Q2
Транспортный налог,2026-04-01,37.5,3.3,8.8,5068413318,2026Q2
"Налог, взимаемый в виде стоимости патента в связи с применением упрощенной системы налогообложения",2026-04-01,0.0,-1e-05,0.0,5068413334,2026Q2
"Налог, взимаемый в связи с применением специального налогового режима «Автоматизированная упрощенная система налогообложения»",2026-04-01,1.4,4.1,304.2,5068413314,2026Q2
Налог на профессиональный доход,2026-04-01,25.0,5.0,20.1,5068413313,2026Q2
"Налог, взимаемый в связи с применением патентной системы налогообложения",2026-04-01,5.7,-0.2,-3.4,5068413312,2026Q2
Единый сельскохозяйственный налог,2026-04-01,0.1,0.05,37.6,5068413311,2026Q2
НАЛОГИ НА СОВОКУПНЫЙ ДОХОД,2026-04-01,416.3,51.8,12.4,5068413310,2026Q2
"Налог, взимаемый в связи с применением упрощенной системы налогообложения",2026-04-01,363.9,38.0,10.4,5068413309,2026Q2
Торговый сбор,2026-04-01,20.2,4.8,24.0,5068413315,2026Q2
Налоговые доходы,2026-04-01,5402.9,1072.3,19.8,5068413308,2026Q2
Налог на доходы физических лиц,2026-04-01,2692.9,476.6,17.7,5068413306,2026Q2
"НАЛОГИ НА ТОВАРЫ (РАБОТЫ, УСЛУГИ), РЕАЛИЗУЕМЫЕ НА ТЕРРИТОРИИ РОССИЙСКОЙ ФЕДЕРАЦИИ",2026-04-01,75.2,16.6,22.1,5068413305,2026Q2
"НАЛОГИ НА ПРИБЫЛЬ, ДОХОДЫ",2026-04-01,4533.7,931.0,20.5,5068413304,2026Q2
Налог на прибыль организаций,2026-04-01,1840.9,454.4,24.7,5068413303,2026Q2
"Доходы, всего",2026-04-01,5982.8,1243.1,20.8,5068413302,2026Q2
"Прочие неналоговые доходы в части невыясненных поступлений, по которым не осуществлен возврат (уточнение) не позднее трех лет со дня их зачисления на единый счет соответствующего бюджета бюджетной системы Российской Федерации",2026-04-01,0.002,0.002,96.6,5068413369,2026Q2
"Акцизы по подакцизным товарам (продукции), производимым на территории Российской Федерации",2026-04-01,75.2,16.6,22.1,5068413307,2026Q2
Неналоговые доходы,2026-04-01,534.4,125.9,23.6,5068413335,2026Q2
НАЛОГИ НА ИМУЩЕСТВО,2026-04-01,365.2,70.1,19.2,5068413316,2026Q2
Земельный налог,2026-04-01,37.5,8.2,21.8,5068413319,2026Q2
Прочие налоги и сборы (по отмененным налогам и сборам субъектов Российской Федерации),2026-04-01,0.1,0.1,92.0,5068413333,2026Q2
Прочие налоги и сборы (по отмененным местным налогам и сборам),2026-04-01,0.0,-4e-05,0.0,5068413332,2026Q2
Прочие налоги и сборы (по отмененным федеральным налогам и сборам),2026-04-01,0.0,0.0,0.0,5068413331,2026Q2
"ЗАДОЛЖЕННОСТЬ И ПЕРЕРАСЧЕТЫ ПО ОТМЕНЕННЫМ НАЛОГАМ, СБОРАМ И ИНЫМ ОБЯЗАТЕЛЬНЫМ ПЛАТЕЖАМ",2026-04-01,0.1,0.1,91.9,5068413330,2026Q2
Налоги на имущество,2026-04-01,0.0,-3e-05,0.0,5068413329,2026Q2
"Государственная пошлина за государственную регистрацию, а также за совершение прочих юридически значимых действий",2026-04-01,2.2,0.5,21.7,5068413328,2026Q2
Налог на имущество физических лиц,2026-04-01,40.9,1.6,3.8,5068413317,2026Q2
"Государственная пошлина за совершение действий, связанных с приобретением гражданства Российской Федерации или выходом из гражданства Российской Федерации, а также с въездом в Российскую Федерацию или выездом из Российской Федерации",2026-04-01,0.7,0.1,17.2,5068413327,2026Q2
ГОСУДАРСТВЕННАЯ ПОШЛИНА,2026-04-01,12.4,2.7,21.7,5068413325,2026Q2
"Государственная пошлина по делам, рассматриваемым в судах общей юрисдикции, мировыми судьями",2026-04-01,9.4,2.1,22.0,5068413324,2026Q2
Сборы за пользование объектами животного мира и за пользование объектами водных биологических ресурсов,2026-04-01,0.01,0.002,33.8,5068413323,2026Q2
Налог на добычу полезных ископаемых,2026-04-01,0.0,0.0002,0.0,5068413322,2026Q2
"НАЛОГИ, СБОРЫ И РЕГУЛЯРНЫЕ ПЛАТЕЖИ ЗА ПОЛЬЗОВАНИЕ ПРИРОДНЫМИ РЕСУРСАМИ",2026-04-01,0.01,0.002,37.3,5068413321,2026Q2
Налог на имущество организаций,2026-04-01,249.2,57.1,22.9,5068413320,2026Q2
"Государственная пошлина за государственную регистрацию актов гражданского состояния и другие юридически значимые действия, совершаемые органами записи актов гражданского состояния и иными уполномоченными органами (за исключением консульских учреждений Российской Федерации)",2026-04-01,0.1,0.02,21.7,5068413326,2026Q2
Безвозмездные поступления,2026-04-01,45.6,44.9,98.5,5068413370,2026Q2
